Main
Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Company,Stock
8/23/2017,21.59,21.82,21.21,21.48,2428181,0,1,21.16336453,21.38881955,20.79087363,21.05553822,2428181,GameStop,GME
8/22/2017,21.12,21.69,21.09,21.64,2468755,0,1,20.70265211,21.26138846,20.67324493,21.2123765,2468755,GameStop,GME
8/21/2017,21.16,21.36,20.97,20.98,1633080,0,1,20.74186167,20.93790952,20.55561622,20.56541862,1633080,GameStop,GME
8/18/2017,21.05,21.33,20.97,21.22,2117015,0,1,20.63403536,20.90850234,20.55561622,20.80067603,2117015,GameStop,GME
8/17/2017,21.37,21.66,21,21.1,1928060,0,1,20.94771191,21.23198128,20.5850234,20.68304732,1928060,GameStop,GME
8/16/2017,21.12,21.49,21.08,21.39,2412361,0,1,20.70265211,21.06534061,20.66344254,20.96731669,2412361,GameStop,GME
8/15/2017,21.7,21.77,20.78,20.93,3886017,0,1,21.27119085,21.33980759,20.36937077,20.51640666,3886017,GameStop,GME
8/14/2017,21.95,21.99,21.715,21.85,1532902,0,1,21.51625065,21.55546022,21.28589444,21.41822673,1532902,GameStop,GME
8/11/2017,21.24,21.83,21.07,21.76,1616078,0,1,20.82028081,21.39862194,20.65364015,21.3300052,1616078,GameStop,GME
8/10/2017,21.91,21.91,21.46,21.47,1517745,0,1,21.47704108,21.47704108,21.03593344,21.04573583,1517745,GameStop,GME
8/9/2017,21.75,22.12,21.62,22.08,1502404,0,1,21.32020281,21.68289132,21.19277171,21.64368175,1502404,GameStop,GME
8/8/2017,22.2,22.37,21.9,21.94,1422533,0,1,21.76131045,21.92795112,21.46723869,21.50644826,1422533,GameStop,GME
8/7/2017,21.94,22.255,21.825,22.17,1276275,0,1,21.50644826,21.81522361,21.39372075,21.73190328,1276275,GameStop,GME
8/4/2017,21.78,22.11,21.6874,21.93,1136118,0,1,21.34960998,21.67308892,21.25883983,21.49664587,1136118,GameStop,GME
8/3/2017,21.32,21.82,21.32,21.66,1047946,0,1,20.89869995,21.38881955,20.89869995,21.23198128,1047946,GameStop,GME
8/2/2017,21.32,21.62,21.2718,21.38,1114494,0,1,20.89869995,21.19277171,20.85145242,20.9575143,1114494,GameStop,GME
8/1/2017,21.69,21.69,21.14,21.36,3059060,0,1,21.26138846,21.26138846,20.72225689,20.93790952,3059060,GameStop,GME
7/31/2017,21.55,21.76,21.41,21.69,1369416,0,1,21.12415497,21.3300052,20.98692148,21.26138846,1369416,GameStop,GME
7/28/2017,21.64,21.729,21.4,21.5,1232880,0,1,21.2123765,21.29961778,20.97711908,21.07514301,1232880,GameStop,GME
7/27/2017,21.09,21.755,21.03,21.7,3475079,0,1,20.67324493,21.325104,20.61443058,21.27119085,3475079,GameStop,GME
7/26/2017,21.28,21.3271,20.95,21.04,1769873,0,1,20.85949038,20.90565965,20.53601144,20.62423297,1769873,GameStop,GME
7/25/2017,20.99,21.37,20.94,21.26,2101203,0,1,20.57522101,20.94771191,20.52620905,20.8398856,2101203,GameStop,GME
7/24/2017,20.7,20.995,20.65,20.8,1584269,0,1,20.29095164,20.5801222,20.24193968,20.38897556,1584269,GameStop,GME
7/21/2017,21.14,21.18,20.72,20.78,3575380,0,1,20.72225689,20.76146646,20.31055642,20.36937077,3575380,GameStop,GME
7/20/2017,21.3,21.34,21.1,21.1,1847086,0,1,20.87909516,20.91830473,20.68304732,20.68304732,1847086,GameStop,GME
7/19/2017,21.15,21.47,21.06,21.35,972854,0,1,20.73205928,21.04573583,20.64383775,20.92810712,972854,GameStop,GME
7/18/2017,21.38,21.39,20.98,21.09,1088187,0,1,20.9575143,20.96731669,20.56541862,20.67324493,1088187,GameStop,GME
7/17/2017,21.03,21.58,20.98,21.28,1718602,0,1,20.61443058,21.15356214,20.56541862,20.85949038,1718602,GameStop,GME
7/14/2017,21.25,21.3225,20.97,21.02,1193213,0,1,20.8300832,20.90115055,20.55561622,20.60462819,1193213,GameStop,GME
7/13/2017,21.24,21.43,21.04,21.16,1727879,0,1,20.82028081,21.00652626,20.62423297,20.74186167,1727879,GameStop,GME
7/12/2017,21.15,21.26,20.98,20.99,1087010,0,1,20.73205928,20.8398856,20.56541862,20.57522101,1087010,GameStop,GME
7/11/2017,20.96,21.065,20.81,20.96,1165059,0,1,20.54581383,20.64873895,20.39877795,20.54581383,1165059,GameStop,GME
7/10/2017,20.89,21.02,20.79,20.89,1645084,0,1,20.47719709,20.60462819,20.37917317,20.47719709,1645084,GameStop,GME
7/7/2017,21.15,21.28,20.86,20.91,1855907,0,1,20.73205928,20.85949038,20.44778991,20.49680187,1855907,GameStop,GME
7/6/2017,21.37,21.54,21.07,21.12,1508270,0,1,20.94771191,21.11435257,20.65364015,20.70265211,1508270,GameStop,GME
7/5/2017,21.56,21.71,21.38,21.51,2678846,0,1,21.13395736,21.28099324,20.9575143,21.0849454,2678846,GameStop,GME
7/3/2017,21.77,22,21.56,21.6,1409388,0,1,21.33980759,21.56526261,21.13395736,21.17316693,1409388,GameStop,GME
6/30/2017,21.75,21.8,21.385,21.61,1135065,0,1,21.32020281,21.36921477,20.9624155,21.18296932,1135065,GameStop,GME
6/29/2017,21.56,21.78,21.28,21.61,1721330,0,1,21.13395736,21.34960998,20.85949038,21.18296932,1721330,GameStop,GME
6/28/2017,21.5,21.76,21.43,21.51,3159285,0,1,21.07514301,21.3300052,21.00652626,21.0849454,3159285,GameStop,GME
6/27/2017,21.07,21.495,21.04,21.38,1747217,0,1,20.65364015,21.07024181,20.62423297,20.9575143,1747217,GameStop,GME
6/26/2017,20.67,21.17,20.66,21.13,2305702,0,1,20.26154446,20.75166407,20.25174207,20.7124545,2305702,GameStop,GME
6/23/2017,20.47,20.66,20.261,20.65,1725255,0,1,20.06549662,20.25174207,19.86062663,20.24193968,1725255,GameStop,GME
6/22/2017,20.49,20.785,20.44,20.54,4175723,0,1,20.0851014,20.37427197,20.03608944,20.13411336,4175723,GameStop,GME
6/21/2017,20.66,20.95,20.29,20.46,2193078,0,1,20.25174207,20.53601144,19.88905356,20.05569423,2193078,GameStop,GME
6/20/2017,20.72,20.7765,20.47,20.64,1795239,0,1,20.31055642,20.36593994,20.06549662,20.23213729,1795239,GameStop,GME
6/19/2017,20.65,20.97,20.35,20.8,2133411,0,1,20.24193968,20.55561622,19.94786791,20.38897556,2133411,GameStop,GME
6/16/2017,21.12,21.17,20.5,20.59,3678940,0,1,20.70265211,20.75166407,20.0949038,20.18312533,3678940,GameStop,GME
6/15/2017,21.52,21.65,21.14,21.22,2277117,0,1,21.09474779,21.22217889,20.72225689,20.80067603,2277117,GameStop,GME
6/14/2017,21.96,21.96,21.25,21.63,2478797,0,1,21.52605304,21.52605304,20.8300832,21.2025741,2478797,GameStop,GME
6/13/2017,21.78,22.17,21.57,21.98,1915224,0,1,21.34960998,21.73190328,21.14375975,21.54565783,1915224,GameStop,GME
6/12/2017,21.94,22.15,21.59,21.71,3281874,0,1,21.50644826,21.71229849,21.16336453,21.28099324,3281874,GameStop,GME
6/9/2017,21.33,22.085,21.3,22.01,2948593,0,1,20.90850234,21.64858294,20.87909516,21.575065,2948593,GameStop,GME
6/8/2017,22.15,22.43,21.33,21.37,3610469,0,1,21.71229849,21.98676547,20.90850234,20.94771191,3610469,GameStop,GME
6/7/2017,21.96,22.21,21.83,22.04,2154787,0,1,21.52605304,21.77111284,21.39862194,21.60447218,2154787,GameStop,GME
6/6/2017,22.25,22.36,21.89,21.9,3103404,0,1,21.81032241,21.91814873,21.4574363,21.46723869,3103404,GameStop,GME
6/5/2017,22.25,22.57,21.96,22.48,1955655,0.38,1,21.81032241,22.12399896,21.52605304,22.03577743,1955655,GameStop,GME
6/2/2017,22.73,22.78,22.35,22.67,2345955,0,1,21.91046461,21.95866185,21.5441656,21.85262792,2345955,GameStop,GME
6/1/2017,22.15,22.96,22.11,22.78,3689032,0,1,21.35137664,22.13217191,21.31281885,21.95866185,3689032,GameStop,GME
5/31/2017,22.64,22.695,21.89,22.14,5004112,0,1,21.82370958,21.87672654,21.100751,21.3417372,5004112,GameStop,GME
5/30/2017,22.18,22.93,22.1701,22.57,5531971,0,1,21.38029499,22.10325356,21.37075193,21.75623345,5531971,GameStop,GME
5/26/2017,22.12,22.41,21.25,22.22,14201951,0,1,21.3224583,21.60200228,20.48382635,21.41885278,14201951,GameStop,GME
5/25/2017,23.6,23.67,22.73,23.62,7178593,0,1,22.74909656,22.81657269,21.91046461,22.76837546,7178593,GameStop,GME
5/24/2017,22.61,22.87,22.43,22.71,2448082,0,1,21.79479124,22.04541688,21.62128118,21.89118572,2448082,GameStop,GME
5/23/2017,24.37,24.37,22.63,22.66,5631746,0,1,23.49133403,23.49133403,21.81407013,21.84298848,5631746,GameStop,GME
5/22/2017,24.35,24.5995,24.04,24.05,2440814,0,1,23.47205514,23.71255936,23.17323226,23.18287171,2440814,GameStop,GME
5/19/2017,23.8,24.305,23.58,24.22,2669567,0,1,22.94188551,23.42867762,22.72981767,23.34674232,2669567,GameStop,GME
5/18/2017,23.94,24.05,23.52,23.78,1742590,0,1,23.07683778,23.18287171,22.67198098,22.92260662,1742590,GameStop,GME
5/17/2017,24.15,24.38,23.75,23.84,2206395,0,1,23.27926618,23.50097348,22.89368828,22.98044331,2206395,GameStop,GME
5/16/2017,24.33,24.51,23.9,24.47,2033390,0,1,23.45277624,23.6262863,23.03827999,23.58772851,2033390,GameStop,GME
5/15/2017,24.14,24.68,24.1,24.36,2127992,0,1,23.26962674,23.79015691,23.23106895,23.48169459,2127992,GameStop,GME
5/12/2017,24.28,24.35,23.78,24.03,1818389,0,1,23.404579,23.47205514,22.92260662,23.16359281,1818389,GameStop,GME
5/11/2017,25.11,25.31,24.24,24.35,3046323,0,1,24.20465316,24.39744212,23.36602121,23.47205514,3046323,GameStop,GME
5/10/2017,24.54,25.13,24.44,24.95,2402970,0,1,23.65520464,24.22393206,23.55881017,24.050422,2402970,GameStop,GME
5/9/2017,24.33,24.74,24.09,24.49,1950048,0,1,23.45277624,23.8479936,23.2214295,23.60700741,1950048,GameStop,GME
5/8/2017,24,24.47,23.84,24.38,2214712,0,1,23.13467447,23.58772851,22.98044331,23.50097348,2214712,GameStop,GME
5/5/2017,23.7,24.01,23.58,24,1170559,0,1,22.84549104,23.14431392,22.72981767,23.13467447,1170559,GameStop,GME
5/4/2017,23.98,24.14,23.53,23.57,1463951,0,1,23.11539557,23.26962674,22.68162043,22.72017822,1463951,GameStop,GME
5/3/2017,23.46,24,23.38,23.97,3127313,0,1,22.61414429,23.13467447,22.53702871,23.10575613,3127313,GameStop,GME
5/2/2017,22.83,23.55,22.74,23.44,1788151,0,1,22.00685909,22.70089932,21.92010406,22.5948654,1788151,GameStop,GME
5/1/2017,22.77,23.24,22.56,22.78,2744796,0,1,21.9490224,22.40207644,21.746594,21.95866185,2744796,GameStop,GME
4/28/2017,23.09,23.09,22.47,22.69,3103266,0,1,22.25748473,22.25748473,21.65983897,21.87190682,3103266,GameStop,GME
4/27/2017,23.67,23.71,23.04,23.1,2943143,0,1,22.81657269,22.85513049,22.20928749,22.26712418,2943143,GameStop,GME
4/26/2017,23.42,23.975,23.31,23.65,2208656,0,1,22.5755865,23.11057585,22.46955258,22.7972938,2208656,GameStop,GME
4/25/2017,23.32,23.49,23.1,23.4,1357592,0,1,22.47919203,22.64306264,22.26712418,22.55630761,1357592,GameStop,GME
4/24/2017,23.4,23.49,22.96,23.22,2716415,0,1,22.55630761,22.64306264,22.13217191,22.38279755,2716415,GameStop,GME
4/21/2017,23.24,23.27,22.94,23.19,1766850,0,1,22.40207644,22.43099479,22.11289301,22.35387921,1766850,GameStop,GME
4/20/2017,22.95,23.425,22.9499,23.19,1906598,0,1,22.12253246,22.58040623,22.12243607,22.35387921,1906598,GameStop,GME
4/19/2017,22.92,23.13,22.76,22.78,1680470,0,1,22.09361412,22.29604252,21.93938295,21.95866185,1680470,GameStop,GME
4/18/2017,22.84,22.98,22.61,22.84,1986277,0,1,22.01649854,22.1514508,21.79479124,22.01649854,1986277,GameStop,GME
4/17/2017,22.45,22.95,22.4,22.89,3554452,0,1,21.64056008,22.12253246,21.59236284,22.06469577,3554452,GameStop,GME
4/13/2017,22.06,22.44,21.98,22.38,3663608,0,1,21.26462162,21.63092063,21.18750603,21.57308394,3663608,GameStop,GME
4/12/2017,22.18,22.18,21.87,22.07,1883111,0,1,21.38029499,21.38029499,21.08147211,21.27426106,1883111,GameStop,GME
4/11/2017,21.8,22.15,21.68,22.11,2718362,0,1,21.01399598,21.35137664,20.8983226,21.31281885,2718362,GameStop,GME
4/10/2017,21.6,22.12,21.56,21.88,2345264,0,1,20.82120702,21.3224583,20.78264923,21.09111156,2345264,GameStop,GME
4/7/2017,21.82,22.0209,21.58,21.66,3754542,0,1,21.03327487,21.22693137,20.80192813,20.87904371,3754542,GameStop,GME
4/6/2017,21.96,22.17,21.74,21.84,3296184,0,1,21.16822714,21.37065554,20.95615929,21.05255377,3296184,GameStop,GME
4/5/2017,22.19,22.29,21.74,21.76,2168922,0,1,21.38993444,21.48632891,20.95615929,20.97543818,2168922,GameStop,GME
4/4/2017,21.94,22.21,21.74,21.98,2236866,0,1,21.14894824,21.40921333,20.95615929,21.18750603,2236866,GameStop,GME
4/3/2017,22.52,22.62,21.915,22,2709121,0,1,21.70803621,21.80443069,21.12484962,21.20678493,2709121,GameStop,GME
3/31/2017,22.46,22.74,22.37,22.55,2934179,0,1,21.65019952,21.92010406,21.56344449,21.73695455,2934179,GameStop,GME
3/30/2017,21.9,22.49,21.86,22.46,2222340,0,1,21.11039045,21.67911787,21.07183266,21.65019952,2222340,GameStop,GME
3/29/2017,21.78,22.14,21.57,21.95,3258306,0,1,20.99471708,21.3417372,20.79228868,21.15858769,3258306,GameStop,GME
3/28/2017,20.88,21.78,20.73,21.72,4278585,0,1,20.12716679,20.99471708,19.98257507,20.93688039,4278585,GameStop,GME
3/27/2017,20.33,21.09,20.24,20.85,6962299,0,1,19.59699716,20.32959519,19.51024213,20.09824844,6962299,GameStop,GME
3/24/2017,21.37,21.56,20.66,20.7,15943366,0,1,20.59949972,20.78264923,19.91509894,19.95365673,15943366,GameStop,GME
3/23/2017,24.15,24.44,23.8,23.96,4662208,0,1,23.27926618,23.55881017,22.94188551,23.09611668,4662208,GameStop,GME
3/22/2017,24.02,24.11,23.76,24.09,2042502,0,1,23.15395336,23.24070839,22.90332772,23.2214295,2042502,GameStop,GME
3/21/2017,24.03,24.14,23.41,24.01,2850973,0,1,23.16359281,23.26962674,22.56594705,23.14431392,2850973,GameStop,GME
3/20/2017,24.66,24.84,23.755,23.88,4116218,0,1,23.77087802,23.94438807,22.898508,23.0190011,4116218,GameStop,GME
3/17/2017,24.29,24.67,24.2,24.64,5429112,0,1,23.41421845,23.78051746,23.32746342,23.75159912,5429112,GameStop,GME
3/16/2017,24.59,24.6,24.04,24.26,3134073,0,1,23.70340188,23.71304133,23.17323226,23.38530011,3134073,GameStop,GME
3/15/2017,24.66,24.78,24.3,24.67,2896546,0,1,23.77087802,23.88655139,23.4238579,23.78051746,2896546,GameStop,GME
3/14/2017,24.18,24.635,24,24.56,1850054,0,1,23.30818453,23.7467794,23.13467447,23.67448354,1850054,GameStop,GME
3/13/2017,24.77,24.8,24.11,24.19,3940079,0,1,23.87691194,23.90583028,23.24070839,23.31782397,3940079,GameStop,GME
3/10/2017,24.63,25.3,24.63,25.18,3049363,0.38,1,23.74195967,24.38780267,23.74195967,24.2721293,3049363,GameStop,GME
3/9/2017,25,25.24,24.82,25,2398745,0,1,23.74034556,23.96825287,23.56941507,23.74034556,2398745,GameStop,GME
3/8/2017,24.75,25.165,24.61,25,2380412,0,1,23.5029421,23.89703184,23.36999617,23.74034556,2380412,GameStop,GME
3/7/2017,24.79,24.87,24.42,24.67,2314576,0,1,23.54092665,23.61689576,23.18956954,23.42697299,2314576,GameStop,GME
3/6/2017,25.28,25.3,24.71,24.91,2275560,0,1,24.00623743,24.0252297,23.46495755,23.65488031,2275560,GameStop,GME
3/3/2017,25.06,25.32,25.01,25.28,1831052,0,1,23.79732239,24.04422198,23.74984169,24.00623743,1831052,GameStop,GME
3/2/2017,24.47,25.1,24.45,24.98,2475368,0,1,23.23705023,23.83530694,23.21805795,23.72135328,2475368,GameStop,GME
3/1/2017,24.57,24.93,24.2801,24.48,3341487,0,1,23.33201161,23.67387259,23.05671857,23.24654637,3341487,GameStop,GME
2/28/2017,26.33,26.33,23.57,24.44,7757353,0,1,25.00333194,25.00333194,22.38239779,23.20856182,7757353,GameStop,GME
2/27/2017,26.21,26.6799,25.68,26.52,2301367,0,1,24.88937828,25.33560182,24.38608296,25.18375857,2301367,GameStop,GME
2/24/2017,25.55,26.5,25.45,26.28,1991788,0,1,24.26263316,25.16476629,24.16767178,24.95585125,1991788,GameStop,GME
2/23/2017,26.32,26.34,25.52,25.56,2462187,0,1,24.9938358,25.01282808,24.23414474,24.2721293,2462187,GameStop,GME
2/22/2017,26.2,26.3,26.02,26.26,1378119,0,1,24.87988214,24.97484352,24.70895165,24.93685897,1378119,GameStop,GME
2/21/2017,25.84,26.25,25.75,26.22,2720292,0,1,24.53802117,24.92736283,24.45255592,24.89887442,2720292,GameStop,GME
2/17/2017,25.37,25.605,25.291,25.57,1241751,0,1,24.09170267,24.31486192,24.01668318,24.28162543,1241751,GameStop,GME
2/16/2017,25.7,25.88,25.3,25.42,1795835,0,1,24.40507523,24.57600572,24.0252297,24.13918336,1795835,GameStop,GME
2/15/2017,25.75,26.08,25.54,25.78,2146934,0,1,24.45255592,24.76592848,24.25313702,24.48104434,2146934,GameStop,GME
2/14/2017,25.27,25.87,25.25,25.74,1542816,0,1,23.99674129,24.56650958,23.97774901,24.44305978,1542816,GameStop,GME
2/13/2017,25.75,25.8499,25.295,25.37,1470853,0,1,24.45255592,24.54742234,24.02048163,24.09170267,1470853,GameStop,GME
2/10/2017,25.52,25.75,25.29,25.66,1520994,0,1,24.23414474,24.45255592,24.01573356,24.36709068,1520994,GameStop,GME
2/9/2017,24.87,25.4,24.75,25.39,1488298,0,1,23.61689576,24.12019108,23.5029421,24.11069495,1488298,GameStop,GME
2/8/2017,24.59,24.855,24.5366,24.79,1388358,0,1,23.35100389,23.60265155,23.30029451,23.54092665,1388358,GameStop,GME
2/7/2017,24.7,24.995,24.51,24.63,2179561,0,1,23.45546141,23.73559749,23.27503478,23.38898844,2179561,GameStop,GME
2/6/2017,24.74,24.945,24.52,24.68,1704557,0,1,23.49344596,23.6881168,23.28453092,23.43646913,1704557,GameStop,GME
2/3/2017,24.35,24.9,24.28,24.74,2242685,0,1,23.12309657,23.64538417,23.0566236,23.49344596,2242685,GameStop,GME
2/2/2017,24.39,24.58,24.27,24.38,1651816,0,1,23.16108112,23.34150775,23.04712747,23.15158499,1651816,GameStop,GME
2/1/2017,24.49,24.635,24.08,24.3,1752944,0,1,23.25604251,23.39373651,22.86670084,23.07561588,1752944,GameStop,GME
1/31/2017,23.98,24.54,23.86,24.49,1596944,0,1,22.77173946,23.3035232,22.6577858,23.25604251,1596944,GameStop,GME
1/30/2017,24.12,24.23,23.845,24.18,1731283,0,1,22.90468539,23.00914291,22.64354159,22.96166222,1731283,GameStop,GME
1/27/2017,24.28,24.5,23.96,24.31,2669370,0,1,23.0566236,23.26553864,22.75274718,23.08511202,2669370,GameStop,GME
1/26/2017,24.25,24.69,24.1211,24.22,3160332,0,1,23.02813519,23.44596527,22.90572997,22.99964677,3160332,GameStop,GME
1/25/2017,24,24.22,23.93,24.17,1887723,0,1,22.79073173,22.99964677,22.72425877,22.95216608,1887723,GameStop,GME
1/24/2017,23.94,24.15,23.72,23.87,2850596,0,1,22.7337549,22.93317381,22.52483986,22.66728194,2850596,GameStop,GME
1/23/2017,23.67,24,23.45,23.93,2186086,0,1,22.47735917,22.79073173,22.26844413,22.72425877,2186086,GameStop,GME
1/20/2017,23.46,23.6325,23.33,23.58,2566114,0,1,22.27794027,22.44174865,22.15449047,22.39189393,2566114,GameStop,GME
1/19/2017,23.53,23.69,23.18,23.31,2002403,0,1,22.34441324,22.49635145,22.0120484,22.1354982,2002403,GameStop,GME
1/18/2017,23.3,23.615,22.9,23.49,2181603,0,1,22.12600206,22.42513041,21.74615653,22.30642868,2181603,GameStop,GME
1/17/2017,22.74,23.75,22.68,23.34,4983382,0,1,21.59421832,22.55332828,21.53724149,22.16398661,4983382,GameStop,GME
1/13/2017,22.29,23.19,22.271,22.73,14823456,0,1,21.1668921,22.02154454,21.14884944,21.58472218,14823456,GameStop,GME
1/12/2017,24.61,24.94,24.58,24.72,2643151,0,1,23.36999617,23.68336873,23.34150775,23.47445369,2643151,GameStop,GME
1/11/2017,24.74,25.13,24.5,24.61,2543408,0,1,23.49344596,23.86379535,23.26553864,23.36999617,2543408,GameStop,GME
1/10/2017,24.52,25.095,24.44,24.64,2243117,0,1,23.28453092,23.83055887,23.20856182,23.39848458,2243117,GameStop,GME
1/9/2017,24.6,24.66,24.33,24.49,1646678,0,1,23.36050003,23.41747686,23.1041043,23.25604251,1646678,GameStop,GME
1/6/2017,25.15,25.17,24.5,24.52,2334362,0,1,23.88278763,23.90177991,23.26553864,23.28453092,2334362,GameStop,GME
1/5/2017,25.56,25.56,24.9,25,3037617,0,1,24.2721293,24.2721293,23.64538417,23.74034556,3037617,GameStop,GME
1/4/2017,25.58,26.05,25.58,25.92,2243545,0,1,24.29112157,24.73744007,24.29112157,24.61399027,2243545,GameStop,GME
1/3/2017,25.44,25.47,25.018,25.37,1941351,0,1,24.15817564,24.18666405,23.7574386,24.09170267,1941351,GameStop,GME
12/30/2016,25.42,25.75,25.215,25.26,1747350,0,1,24.13918336,24.45255592,23.94451253,23.98724515,1747350,GameStop,GME
12/29/2016,25.24,25.76,25.24,25.34,1714844,0,1,23.96825287,24.46205206,23.96825287,24.06321426,1714844,GameStop,GME
12/28/2016,25.79,25.95,25.08,25.27,1716127,0,1,24.49054048,24.64247869,23.81631466,23.99674129,1716127,GameStop,GME
12/27/2016,25.41,26,25.4,25.95,1596172,0,1,24.12968722,24.68995938,24.12019108,24.64247869,1596172,GameStop,GME
12/23/2016,25.56,26.01,25.32,25.41,1977460,0,1,24.2721293,24.69945552,24.04422198,24.12968722,1977460,GameStop,GME
12/22/2016,26.37,26.37,25.04,25.06,2296463,0,1,25.04131649,25.04131649,23.77833011,23.79732239,2296463,GameStop,GME
12/21/2016,26.07,26.54,25.85,26.39,1879529,0,1,24.75643235,25.20275084,24.5475173,25.06030877,1879529,GameStop,GME
12/20/2016,25.86,26.1599,25.84,26.12,1031652,0,1,24.55701344,24.84180263,24.53802117,24.80391304,1031652,GameStop,GME
12/19/2016,25.41,25.91,25.41,25.9,1316686,0,1,24.12968722,24.60449413,24.12968722,24.594998,1316686,GameStop,GME
12/16/2016,25.35,25.68,25.29,25.42,3383294,0,1,24.07271039,24.38608296,24.01573356,24.13918336,3383294,GameStop,GME
12/15/2016,25.27,25.71,25.1,25.34,1964858,0,1,23.99674129,24.41457137,23.83530694,24.06321426,1964858,GameStop,GME
12/14/2016,26.34,26.42,25.187,25.28,2373293,0,1,25.01282808,25.08879718,23.91792334,24.00623743,2373293,GameStop,GME
12/13/2016,26.51,26.845,26.33,26.39,2399343,0,1,25.17426243,25.49238306,25.00333194,25.06030877,2399343,GameStop,GME
12/12/2016,26.06,26.47,25.77,26.42,2146189,0,1,24.74693621,25.13627787,24.4715482,25.08879718,2146189,GameStop,GME
12/9/2016,25.9,26.33,25.77,26.02,2451667,0,1,24.594998,25.00333194,24.4715482,24.70895165,2451667,GameStop,GME
12/8/2016,26,26.175,25.54,25.97,3100226,0,1,24.68995938,24.8561418,24.25313702,24.66147096,3100226,GameStop,GME
12/7/2016,25.17,26.11,25.16,25.94,2799271,0,1,23.90177991,24.7944169,23.89228377,24.63298255,2799271,GameStop,GME
12/6/2016,24.65,24.93,24.59,24.89,1508025,0,1,23.40798072,23.67387259,23.35100389,23.63588804,1508025,GameStop,GME
12/5/2016,24.44,24.88,24.27,24.52,2335298,0,1,23.20856182,23.6263919,23.04712747,23.28453092,2335298,GameStop,GME
12/2/2016,24.61,24.83,24.13,24.27,1572836,0,1,23.36999617,23.57891121,22.91418153,23.04712747,1572836,GameStop,GME
12/1/2016,24.66,25.02,24.45,24.64,1441357,0,1,23.41747686,23.75933783,23.21805795,23.39848458,1441357,GameStop,GME
11/30/2016,24.46,24.84,24.25,24.69,3191256,0,1,23.22755409,23.58840734,23.02813519,23.44596527,3191256,GameStop,GME
11/29/2016,24.85,25.03,24.35,24.49,2321086,0.37,1,23.59790348,23.76883397,23.12309657,23.25604251,2321086,GameStop,GME
11/28/2016,26,26,24.755,25.15,2815671,0,1,24.32249015,24.32249015,23.15781707,23.52733182,2815671,GameStop,GME
11/25/2016,26.14,26.485,25.78,25.82,2313321,0,1,24.45345741,24.77619814,24.11668447,24.15410368,2313321,GameStop,GME
11/23/2016,24.73,26.41,24.64,26.06,9390261,0,1,23.13443006,24.70603711,23.05023682,24.37861898,9390261,GameStop,GME
11/22/2016,23.69,24.21,23.6,24.11,3736062,0,1,22.16153045,22.64798025,22.07733721,22.55443221,3736062,GameStop,GME
11/21/2016,23.53,23.57,23.16,23.46,2235999,0,1,22.01185359,22.0492728,21.66572584,21.94636996,2235999,GameStop,GME
11/18/2016,23.37,23.54,23.025,23.46,1679016,0,1,21.86217672,22.02120839,21.53943599,21.94636996,1679016,GameStop,GME
11/17/2016,23.31,23.5,23.01,23.46,1143916,0,1,21.8060479,21.98378918,21.52540378,21.94636996,1143916,GameStop,GME
11/16/2016,22.53,23.18,22.44,23.06,1706586,0,1,21.0763732,21.68443545,20.99217996,21.5721778,1706586,GameStop,GME
11/15/2016,22.93,22.99,22.19,22.65,2216792,0,1,21.45056535,21.50669418,20.75830986,21.18863084,2216792,GameStop,GME
11/14/2016,22.44,23.29,22.4,22.99,2075834,0,1,20.99217996,21.78733829,20.95476075,21.50669418,2075834,GameStop,GME
11/11/2016,21.81,22.37,21.5,22.32,2197353,0,1,20.40282732,20.92669633,20.11282839,20.87992231,2197353,GameStop,GME
11/10/2016,21.76,22.52,21.71,21.87,2523820,0,1,20.3560533,21.06701839,20.30927928,20.45895614,2523820,GameStop,GME
11/9/2016,20.59,21.61,20.501,21.53,1740793,0,1,19.26154124,20.21573124,19.17828348,20.14089281,1740793,GameStop,GME
11/8/2016,21.14,21.25,20.86,20.91,1884191,0,1,19.77605545,19.8789583,19.51412094,19.56089496,1884191,GameStop,GME
11/7/2016,21,21.53,20.75,21.24,2882276,0,1,19.6450882,20.14089281,19.4112181,19.86960349,2882276,GameStop,GME
11/4/2016,20.79,21.22,20.605,20.73,3076377,0,1,19.44863732,19.85089389,19.27557345,19.39250849,3076377,GameStop,GME
11/3/2016,20.77,20.92,20.52,20.83,5558864,0,1,19.42992771,19.57024977,19.19605761,19.48605653,5558864,GameStop,GME
11/2/2016,20.59,21.54,20.1,20.93,13648521,0,1,19.26154124,20.15024761,18.80315585,19.57960457,13648521,GameStop,GME
11/1/2016,24.01,24.01,23.315,23.56,2499197,0,1,22.46088417,22.46088417,21.8107253,22.039918,2499197,GameStop,GME
10/31/2016,23.95,24.18,23.76,24.05,2151583,0,1,22.40475535,22.61991584,22.22701408,22.49830339,2151583,GameStop,GME
10/28/2016,23.99,24.22,23.69,23.9,1870065,0,1,22.44217457,22.65733506,22.16153045,22.35798133,1870065,GameStop,GME
10/27/2016,24.84,24.906,23.89,23.99,2704157,0,1,23.2373329,23.2990746,22.34862653,22.44217457,2704157,GameStop,GME
10/26/2016,24.73,25.19,24.35,24.77,3323900,0,1,23.13443006,23.56475104,22.77894751,23.17184927,3323900,GameStop,GME
